all_diag,dname
FATIGUE,sec122_var001_Allopathic Diagnosis
APPARENTLY,sec122_var001_Allopathic Diagnosis
OA - ADVANCED POST TKD,sec122_var001_Allopathic Diagnosis
EPS,sec122_var001_Allopathic Diagnosis
CHILDHOOD OBESITY,sec122_var001_Allopathic Diagnosis
CALLOSITY WITH DIABETIC NEUROPATHY,sec122_var001_Allopathic Diagnosis
IVDP WITH CERVICAL SPONDYLOLISTHESIS,sec122_var001_Allopathic Diagnosis
ACUTE PAIN DUE TO TRAUMA,sec122_var001_Allopathic Diagnosis
RIGHT PARAOVARIAN CYST,sec122_var001_Allopathic Diagnosis
IVDP COMPRESSING S1 NERVE ROOT,sec122_var001_Allopathic Diagnosis
SERO POSITIVE RA,sec122_var001_Allopathic Diagnosis
DM NEUROPATHY,sec122_var001_Allopathic Diagnosis
DM RETINOPATHY,sec122_var001_Allopathic Diagnosis
CAD,sec122_var001_Allopathic Diagnosis
CRAMPS IN EXTREMITIES FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MULTIPLE JOINT PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CERVICAL PARASPINAL MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
ATAXIA,sec122_var001_Allopathic Diagnosis
DM 2,sec122_var001_Allopathic Diagnosis
OBESITY GRADE 1,sec122_var001_Allopathic Diagnosis
NUMBNESS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
BURGERS DISEASE,sec122_var001_Allopathic Diagnosis
AVN-BILATERAL,sec122_var001_Allopathic Diagnosis
F,sec122_var001_Allopathic Diagnosis
CAPSULITIS,sec122_var001_Allopathic Diagnosis
SPONDYLOLISTHESIS,sec122_var001_Allopathic Diagnosis
DEGENERATIVE ARTHRITIS LEFT KNEE,sec122_var001_Allopathic Diagnosis
CERVICAL IVDP,sec122_var001_Allopathic Diagnosis
SPONDYLOARTHRITIS,sec122_var001_Allopathic Diagnosis
POST SURGERY STATUS,sec122_var001_Allopathic Diagnosis
LBA- SCIATICA/ SLIP DISC,sec122_var001_Allopathic Diagnosis
SHOULDER PAIN  FOR EVALUATION,sec122_var001_Allopathic Diagnosis
POST DBS,sec122_var001_Allopathic Diagnosis
POLYARTHRITIS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
OA-KNEE-RIGHT,sec122_var001_Allopathic Diagnosis
OLD LIGAMENT INJURY WITH MILD DEGNERATIVE CHANGES IN KNEE JOINT,sec122_var001_Allopathic Diagnosis
PARASPINAL MUSCLE SPASM/,sec122_var001_Allopathic Diagnosis
CEREBRAL PALSY,sec122_var001_Allopathic Diagnosis
OA- ADVANCED,sec122_var001_Allopathic Diagnosis
LBA/URTICARIA,sec122_var001_Allopathic Diagnosis
LBA- SLIP DISC,sec122_var001_Allopathic Diagnosis
HEMIPLEGIA,sec122_var001_Allopathic Diagnosis
GRADE - 2 OBESITY,sec122_var001_Allopathic Diagnosis
DYSLIPDEMIA,sec122_var001_Allopathic Diagnosis
OSTEOARTHRITIS LEFT KNEE,sec122_var001_Allopathic Diagnosis
PARASPINAL MUSCLE SPAM,sec122_var001_Allopathic Diagnosis
DIABETIC CARBUNCLE,sec122_var001_Allopathic Diagnosis
BACK PAIN FOR VALUATION,sec122_var001_Allopathic Diagnosis
TRANSVERSE PARAPLEGIA D3 # WITH B/L RADIUS#.,sec122_var001_Allopathic Diagnosis
BREATHLESSNESS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
SPORTS INJURY LEFT KNEE,sec122_var001_Allopathic Diagnosis
ANKLE SPRAIN,sec122_var001_Allopathic Diagnosis
PCOS  / MENORRHAGIA FOR EVALUATION,sec122_var001_Allopathic Diagnosis
PARA TENDINITIS OF ANKLE,sec122_var001_Allopathic Diagnosis
ANKYLOSING SPONDYLITIS,sec122_var001_Allopathic Diagnosis
LBA-LUMBOSACRAL STRAIN,sec122_var001_Allopathic Diagnosis
TINEA CORPORIS,sec122_var001_Allopathic Diagnosis
ELBOW PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
PAIN L HAND,sec122_var001_Allopathic Diagnosis
\ACHILLIES TENDONITIS,sec122_var001_Allopathic Diagnosis
CHEST DISCOMFORT,sec122_var001_Allopathic Diagnosis
ANKYLSOSING SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
INABILITY TO WALK FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CHRONIC GASTRITIS,sec122_var001_Allopathic Diagnosis
ACHILIS TENDINITIS,sec122_var001_Allopathic Diagnosis
BURSITIS,sec122_var001_Allopathic Diagnosis
SENSORY NEUROPATHY DM,sec122_var001_Allopathic Diagnosis
DROWSINESS  FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CVA-LEFT HEMIPARESIS.,sec122_var001_Allopathic Diagnosis
DM - TYPE 2,sec122_var001_Allopathic Diagnosis
CHOREA,sec122_var001_Allopathic Diagnosis
MUSCULAR DYSTROPY,sec122_var001_Allopathic Diagnosis
LBA- SPONDYLOLISTHESIS,sec122_var001_Allopathic Diagnosis
POST DEBRIDEMENT,sec122_var001_Allopathic Diagnosis
SKIN GRAFTING STATUS,sec122_var001_Allopathic Diagnosis
INABILITY TO WALK,sec122_var001_Allopathic Diagnosis
OA - EARLY,sec122_var001_Allopathic Diagnosis
OA -KNEE,sec122_var001_Allopathic Diagnosis
TENDINITIS,sec122_var001_Allopathic Diagnosis
NON SPECIFIC ARTHRITIS,sec122_var001_Allopathic Diagnosis
SENILE VASCULAR IMPAIRMENT (ISCHEMIC TOE),sec122_var001_Allopathic Diagnosis
TTYROID,sec122_var001_Allopathic Diagnosis
URTI- PHARYNGITIS,sec122_var001_Allopathic Diagnosis
SCIATIC NERVE IMPINGEMENT,sec122_var001_Allopathic Diagnosis
CERVICAL MYLOPATHY,sec122_var001_Allopathic Diagnosis
LBP,sec122_var001_Allopathic Diagnosis
GOUT- LEFT KNEE,sec122_var001_Allopathic Diagnosis
WITH LEFT BAKER'S CYST.,sec122_var001_Allopathic Diagnosis
LIGAMENT INJURY LEFT KNEE,sec122_var001_Allopathic Diagnosis
STRAIN WITH GASEOUS ACCUMULATION,sec122_var001_Allopathic Diagnosis
DEGENERATIVE OSTEO ARTHRITIS,sec122_var001_Allopathic Diagnosis
CVA/PAIN ABDOMEN,sec122_var001_Allopathic Diagnosis
DMT2 WITH HYPERCHOLESTEROLEMIA,sec122_var001_Allopathic Diagnosis
DISC BULGE- SCIATICA,sec122_var001_Allopathic Diagnosis
ANKYLOSING SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
SCIATICA/ DM,sec122_var001_Allopathic Diagnosis
PRE DIABETIC,sec122_var001_Allopathic Diagnosis
PAIN IN LEG FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MYOCOLNUS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
BULKY UTERUS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
DEQUERVAINS TENOSYNOVITIS,sec122_var001_Allopathic Diagnosis
POST CA- BREAST,sec122_var001_Allopathic Diagnosis
SPINA BIFIDA OCCULTA,sec122_var001_Allopathic Diagnosis
DISC BULGE,sec122_var001_Allopathic Diagnosis
SLE,sec122_var001_Allopathic Diagnosis
GE,sec122_var001_Allopathic Diagnosis
MENINGITIS,sec122_var001_Allopathic Diagnosis
TB,sec122_var001_Allopathic Diagnosis
ASPIRATION PNEUMONIA,sec122_var001_Allopathic Diagnosis
PAIN IN FINGERS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
DEGENERATIVE OSTEO ARTHIRTIS KNEE,sec122_var001_Allopathic Diagnosis
RIB INJURY,sec122_var001_Allopathic Diagnosis
TRIGEMINAL NEURALGIA,sec122_var001_Allopathic Diagnosis
GESTATIONAL DIABETES,sec122_var001_Allopathic Diagnosis
ANKLE STRAIN,sec122_var001_Allopathic Diagnosis
SHIN SPLINT SYNDROME,sec122_var001_Allopathic Diagnosis
LUMBAR STENOSIS,sec122_var001_Allopathic Diagnosis
POST MENINGEAL SPACITY OF LOWER LIMB,sec122_var001_Allopathic Diagnosis
APPENDICITIS,sec122_var001_Allopathic Diagnosis
CARDIOMEGALY,sec122_var001_Allopathic Diagnosis
CHOLECYSTITIS,sec122_var001_Allopathic Diagnosis
SWELLING,sec122_var001_Allopathic Diagnosis
GANGLION  IN WRIST,sec122_var001_Allopathic Diagnosis
POST L1 WEDGE FRACTURE LOW BACK PAIN,sec122_var001_Allopathic Diagnosis
LOW BACK PAIN NON SPECIFIC,sec122_var001_Allopathic Diagnosis
POST SURGERY PAIN,sec122_var001_Allopathic Diagnosis
CERVICAL RIB,sec122_var001_Allopathic Diagnosis
OA KNEE/THYROID,sec122_var001_Allopathic Diagnosis
SCIATICA/ OA KNEE,sec122_var001_Allopathic Diagnosis
LOW BACK PAIN,sec122_var001_Allopathic Diagnosis
MIGRANE,sec122_var001_Allopathic Diagnosis
SCIATICA/DISC BULGE,sec122_var001_Allopathic Diagnosis
URIC ACID INDUCED JOINT PAIN,sec122_var001_Allopathic Diagnosis
DEGENERATIVE OSTEO ARTHRITIS WITHY COLLOID GOITER,sec122_var001_Allopathic Diagnosis
URTICARIA,sec122_var001_Allopathic Diagnosis
THIGH PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
INCREASED URIC ACID FOR EVALUATION,sec122_var001_Allopathic Diagnosis
SLIP DISC IN L5-S1,sec122_var001_Allopathic Diagnosis
ADVANCED RA,sec122_var001_Allopathic Diagnosis
AUTO IMMUNE DISORDER,sec122_var001_Allopathic Diagnosis
ANSARINE BURSITIS,sec122_var001_Allopathic Diagnosis
MUCOUS STOOLS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
OBESITY GRADE- 1,sec122_var001_Allopathic Diagnosis
OBESITY GRADE 2 WITH HYPOTHYROIDISM,sec122_var001_Allopathic Diagnosis
FOOT DROP - SECONDARY TO PERINOEAL NERVE INJURY,sec122_var001_Allopathic Diagnosis
K/C BIPOLAR AFFECTIVE DISORDER,sec122_var001_Allopathic Diagnosis
MANIA WITH PSYCHOTIC SYMPTOMS HYPOTHYROIDISM,sec122_var001_Allopathic Diagnosis
MUSCLE CATCH,sec122_var001_Allopathic Diagnosis
MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
STIFF SHOULDERS,sec122_var001_Allopathic Diagnosis
SCATICA,sec122_var001_Allopathic Diagnosis
OSTEOPOROSIS WITH UTI,sec122_var001_Allopathic Diagnosis
POST- OPERATIVE COMPLICATION,sec122_var001_Allopathic Diagnosis
CHEST PAIN,sec122_var001_Allopathic Diagnosis
LBA/OA KNEE/ SHOULDER DISLOCATION/DM,sec122_var001_Allopathic Diagnosis
BRONCHITIS-ARD,sec122_var001_Allopathic Diagnosis
EHC FOR EVALUATION,sec122_var001_Allopathic Diagnosis
DM- BORDERLINE,sec122_var001_Allopathic Diagnosis
DVT WITH VARICOSE VEINS,sec122_var001_Allopathic Diagnosis
GERD/LBA/CALCANEAL SPUR,sec122_var001_Allopathic Diagnosis
BELLS PALSY/ OA KNEE,sec122_var001_Allopathic Diagnosis
CEREBELLAR ATROPY.,sec122_var001_Allopathic Diagnosis
OA-ADVANCED,sec122_var001_Allopathic Diagnosis
CHOLELITASIS,sec122_var001_Allopathic Diagnosis
CALCANEOUS SPUR,sec122_var001_Allopathic Diagnosis
RETINOPATHY,sec122_var001_Allopathic Diagnosis
SCIATICA- LEFT SIDED,sec122_var001_Allopathic Diagnosis
BBA,sec122_var001_Allopathic Diagnosis
PRE MATURE EJACULATION,sec122_var001_Allopathic Diagnosis
OA- GRADE 3,sec122_var001_Allopathic Diagnosis
LBA/ L5-S1 DISC BULGE,sec122_var001_Allopathic Diagnosis
DEMENTIA / DLBD,sec122_var001_Allopathic Diagnosis
DM T2 /,sec122_var001_Allopathic Diagnosis
LBA/SLIP DISC,sec122_var001_Allopathic Diagnosis
NERVE COMPRESSION POST SURGERY,sec122_var001_Allopathic Diagnosis
HYPERACIDITY WITH HYPERCHOLESTEROLEMIA,sec122_var001_Allopathic Diagnosis
FIBROMAILAGIA,sec122_var001_Allopathic Diagnosis
OBESITY GRADE -2,sec122_var001_Allopathic Diagnosis
FASCITIS,sec122_var001_Allopathic Diagnosis
ANKLE SPRAIN /,sec122_var001_Allopathic Diagnosis
SACRO ILIITIS,sec122_var001_Allopathic Diagnosis
LIGAMNET INJURY,sec122_var001_Allopathic Diagnosis
CALCANEAL SPUR WITH ARTHRITIS,sec122_var001_Allopathic Diagnosis
DM/HTN/RECURRENT UTI,sec122_var001_Allopathic Diagnosis
THROMBOPHLEBITIS,sec122_var001_Allopathic Diagnosis
SEVERE MOTOR SENSORY AXONAL NEUROPATHY,sec122_var001_Allopathic Diagnosis
DM T2 WITH UTI,sec122_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH OA,sec122_var001_Allopathic Diagnosis
PMS,sec122_var001_Allopathic Diagnosis
LBA- IVDP,sec122_var001_Allopathic Diagnosis
DM T 2,sec122_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS INFERTLITY,sec122_var001_Allopathic Diagnosis
PAIN IN THE BILATERAL SHOULDER BLADES,sec122_var001_Allopathic Diagnosis
HYPOTHYROIDISM WITH OBESITY,sec122_var001_Allopathic Diagnosis
LICHEN PALNUS,sec122_var001_Allopathic Diagnosis
TRANSVERSE MYELITIS,sec122_var001_Allopathic Diagnosis
LBA/HYPOTHYROIDISM,sec122_var001_Allopathic Diagnosis
POST ADENOCARCINOMA COLON CA,sec122_var001_Allopathic Diagnosis
JUVENILE RHEUMATID ARTHRITIS,sec122_var001_Allopathic Diagnosis
CRAMPS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
IHC-STUNT,sec122_var001_Allopathic Diagnosis
IHD-STUNT,sec122_var001_Allopathic Diagnosis
MSC,sec122_var001_Allopathic Diagnosis
VARICOSE VEIN WITH OA,sec122_var001_Allopathic Diagnosis
CERVICAL SPONYLOSIS/ LUMBAR SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
ANGULAR STOMATITIS,sec122_var001_Allopathic Diagnosis
ECZEMA,sec122_var001_Allopathic Diagnosis
DUPYTRENS CONTRACTURES,sec122_var001_Allopathic Diagnosis
COSTO CHONDRITIS,sec122_var001_Allopathic Diagnosis
ADVANCED OA,sec122_var001_Allopathic Diagnosis
OA-,sec122_var001_Allopathic Diagnosis
POF,sec122_var001_Allopathic Diagnosis
ASHERMANS SYNDROME,sec122_var001_Allopathic Diagnosis
TO BE RULED OUT.,sec122_var001_Allopathic Diagnosis
DM T2 WITH HYPERCHOLESTEREMIA,sec122_var001_Allopathic Diagnosis
OA KNEE/ GASTRITIS,sec122_var001_Allopathic Diagnosis
PAIN IN THE IP JOINTS,sec122_var001_Allopathic Diagnosis
OBESITY GRADE -1,sec122_var001_Allopathic Diagnosis
3RD DEGREE UTERINE DESCEND,sec122_var001_Allopathic Diagnosis
SPONYLOSIS,sec122_var001_Allopathic Diagnosis
SENSORY MOTOR NEUROPATHY,sec122_var001_Allopathic Diagnosis
ARM PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
LOW BACK PAIN-LUMBAR STRAIN: SCIATICA,sec122_var001_Allopathic Diagnosis
OBESITY GR- 2,sec122_var001_Allopathic Diagnosis
RT KNEE PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
L.S/ C.S,sec122_var001_Allopathic Diagnosis
KNEE INJURY,sec122_var001_Allopathic Diagnosis
GAIT DEFORMITY,sec122_var001_Allopathic Diagnosis
KNEE PAIN - MENISCAL TEAR,sec122_var001_Allopathic Diagnosis
PSA,sec122_var001_Allopathic Diagnosis
UPPER BACK PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CA - BOCCAL MUCOSA--RESOLVED,sec122_var001_Allopathic Diagnosis
ARD- BROCHITIS(ASSTER CMI) DATED 11/8.17,sec122_var001_Allopathic Diagnosis
OBESITY - SECONDARY,sec122_var001_Allopathic Diagnosis
ACHILLES BURSITIS,sec122_var001_Allopathic Diagnosis
PRURITIS ANI,sec122_var001_Allopathic Diagnosis
PAIN IN CALF FOR EVALUATION,sec122_var001_Allopathic Diagnosis
RTA-,sec122_var001_Allopathic Diagnosis
POST SURGERY DEFORMITY GENU VARSU LEFT WITH OA,sec122_var001_Allopathic Diagnosis
LEFT ANSARINE BURSITIS,sec122_var001_Allopathic Diagnosis
LEFT SHIN PAIN,sec122_var001_Allopathic Diagnosis
LEFT ACHILLES TENDONITIS,sec122_var001_Allopathic Diagnosis
LEFT TENSOR FASCIA LATA,sec122_var001_Allopathic Diagnosis
GB CALCULI,sec122_var001_Allopathic Diagnosis
PERIPHERAL VASCULAR DISEASE WITH ACUTE LOWER LIMB ISCHEMIA,sec122_var001_Allopathic Diagnosis
CHR ULCER,sec122_var001_Allopathic Diagnosis
OA RT KNEE WITH MALFORMATION OF THE JOINT - GENU VALGUS,sec122_var001_Allopathic Diagnosis
B/L VARICOSE VEINS,sec122_var001_Allopathic Diagnosis
TENSOR LATA FASCITIS,sec122_var001_Allopathic Diagnosis
GOLFER ELBOW,sec122_var001_Allopathic Diagnosis
DEQUEIRVEIN SYNDROME,sec122_var001_Allopathic Diagnosis
ANKLE PAIN/ GOUT,sec122_var001_Allopathic Diagnosis
DM SECONDARY TO PANCREATITIS,sec122_var001_Allopathic Diagnosis
HEAL PAIN / CALCANEAL SPUR,sec122_var001_Allopathic Diagnosis
HEADACHE FOR EVALUATION,sec122_var001_Allopathic Diagnosis
UPRASPINATUS TEAR INFRASPINATUS PARTIAL TAR BURSISTIS,sec122_var001_Allopathic Diagnosis
ATROPY SHOULDER GIRDLE MUSCLES,sec122_var001_Allopathic Diagnosis
STOMACK PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
OA BILATERAL KNEE,sec122_var001_Allopathic Diagnosis
MS,sec122_var001_Allopathic Diagnosis
HIP PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
PRIMARY SCLEROSING CHOLANGITIS,sec122_var001_Allopathic Diagnosis
CHOLANGITIC ABSCESS,sec122_var001_Allopathic Diagnosis
DEQUEVERIN SYNDROME,sec122_var001_Allopathic Diagnosis
DELTOID MUSCLE INJURY,sec122_var001_Allopathic Diagnosis
PATELLAR TENDONITIS,sec122_var001_Allopathic Diagnosis
CHILDHOOD INDUCED OBESITY,sec122_var001_Allopathic Diagnosis
VERIGO,sec122_var001_Allopathic Diagnosis
DISC BULGE/ LBA,sec122_var001_Allopathic Diagnosis
LUMBAR RADICULOPATHY,sec122_var001_Allopathic Diagnosis
NUMBNESS,sec122_var001_Allopathic Diagnosis
TRAUMATIC DORSAL SPINE INJURY D3-D5,sec122_var001_Allopathic Diagnosis
POST TRAUMATIC PARAPLEGIA,sec122_var001_Allopathic Diagnosis
LAMINECTOMY,sec122_var001_Allopathic Diagnosis
NERVE GRAFT WITH NERVE MODULATION,sec122_var001_Allopathic Diagnosis
SECONDARY TO CHRONIC PANCRAETITIS,sec122_var001_Allopathic Diagnosis
OA STAGE 1,sec122_var001_Allopathic Diagnosis
ROTATORY CUFF SYNDROME,sec122_var001_Allopathic Diagnosis
POST TKD,sec122_var001_Allopathic Diagnosis
UMBLICAL HERNIA,sec122_var001_Allopathic Diagnosis
NPH SUSPECT,sec122_var001_Allopathic Diagnosis
PARKINSON PLUS SYNDROME,sec122_var001_Allopathic Diagnosis
SMALL VESSEL DISESSE WITH MSA - CEREBELLAR.(ISCHEMIC),sec122_var001_Allopathic Diagnosis
OA- KNEE JOINT,sec122_var001_Allopathic Diagnosis
PROSTATOMEGALY G2,sec122_var001_Allopathic Diagnosis
TYPE 2 DM,sec122_var001_Allopathic Diagnosis
PSORIATIC ARTHRITIS,sec122_var001_Allopathic Diagnosis
FEET PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS / HEADACHE,sec122_var001_Allopathic Diagnosis
STOMACH PAIN FOR EVUALATION,sec122_var001_Allopathic Diagnosis
PSORIATIC ARTHRITIS (,sec122_var001_Allopathic Diagnosis
LUMBAR BULGE,sec122_var001_Allopathic Diagnosis
WITH DEGENERATIVE CHANGES,sec122_var001_Allopathic Diagnosis
PCOD - METABOLIC SYNDROME,sec122_var001_Allopathic Diagnosis
DISC BULGE IN L4-L5-S1,sec122_var001_Allopathic Diagnosis
DEGENERATIVE SCOLIOSIS WITH L3 TO S1 R FORAMINAL CANAL  STENOSIS,sec122_var001_Allopathic Diagnosis
DEGENERATIVE SCOLIOSIS WITH L3 TO S1 R FORAMINAL CANAL  STENOSIS.,sec122_var001_Allopathic Diagnosis
POST MENOPAUSAL BLEEDING FOR EVALUATION,sec122_var001_Allopathic Diagnosis
SUB ACROMION BURSISTIS,sec122_var001_Allopathic Diagnosis
SCALP PSORIASIS/ATOPIC DERMATIIS,sec122_var001_Allopathic Diagnosis
OSTEO-ARTHRITIS,sec122_var001_Allopathic Diagnosis
OA KNEE-DEGENERATIVE,sec122_var001_Allopathic Diagnosis
OA STAGE 3,sec122_var001_Allopathic Diagnosis
CERVICAL RADICULOPATHY,sec122_var001_Allopathic Diagnosis
TO REVIEW WITH PATIENT,sec122_var001_Allopathic Diagnosis
FATTY LIVER,sec122_var001_Allopathic Diagnosis
GASTRO DUOPDENITIS,sec122_var001_Allopathic Diagnosis
LBA/ HEADACHE,sec122_var001_Allopathic Diagnosis
LBA/ SLIP DISC,sec122_var001_Allopathic Diagnosis
DM M2,sec122_var001_Allopathic Diagnosis
OA - STAGE 3,sec122_var001_Allopathic Diagnosis
TMJ JOINT DISORDER,sec122_var001_Allopathic Diagnosis
PSP,sec122_var001_Allopathic Diagnosis
OVERWEIGHT WITH GYNECOMASTIA,sec122_var001_Allopathic Diagnosis
OA WITH BAKERS CYST,sec122_var001_Allopathic Diagnosis
OA-B/L,sec122_var001_Allopathic Diagnosis
CARPLE TUNNEL SYNDROME - EARLY,sec122_var001_Allopathic Diagnosis
VERTIGO,sec122_var001_Allopathic Diagnosis
BREATHLESSNESS,sec122_var001_Allopathic Diagnosis
OA KNEE STAGE 2 +,sec122_var001_Allopathic Diagnosis
ACHILLIES TONDONITIS,sec122_var001_Allopathic Diagnosis
MND - PROGRESSIVE MUSCULAR PALSY,sec122_var001_Allopathic Diagnosis
BULBAL PALSY,sec122_var001_Allopathic Diagnosis
PARASP[INAL MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS ADVANCED,sec122_var001_Allopathic Diagnosis
WEAKNESS FOR EVALUATION. DM NEUROPATHY,sec122_var001_Allopathic Diagnosis
OA WITH FLAT FOOT,sec122_var001_Allopathic Diagnosis
OA -PROGRESSIVE,sec122_var001_Allopathic Diagnosis
,sec123_var001_Allopathic Diagnosis
OA,sec123_var001_Allopathic Diagnosis
LBA,sec123_var001_Allopathic Diagnosis
BACK PAIN UNDER EVALUATION,sec123_var001_Allopathic Diagnosis
BPH,sec123_var001_Allopathic Diagnosis
RA,sec123_var001_Allopathic Diagnosis
DM,sec123_var001_Allopathic Diagnosis
DJD (KNEE),sec123_var001_Allopathic Diagnosis
KNEE REPLACEMENT SURGERY FOR DJD (B/L KNEE),sec123_var001_Allopathic Diagnosis
"",sec123_var001_Allopathic Diagnosis
MULTIPLE JOINT PAINS UNDER EVALUATION,sec123_var001_Allopathic Diagnosis
TRAUMA INDUCED LOW BACK PAIN,sec123_var001_Allopathic Diagnosis
BODY PAIN FOR EVALUATION,sec123_var001_Allopathic Diagnosis
CVA-MCA,sec123_var001_Allopathic Diagnosis
IVDP,sec123_var001_Allopathic Diagnosis
DRY ECZEMA/ SCIATICA,sec123_var001_Allopathic Diagnosis
OBESITY,sec123_var001_Allopathic Diagnosis
SCIATICA,sec123_var001_Allopathic Diagnosis
OBESTITY,sec123_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS,sec123_var001_Allopathic Diagnosis
CERVICAL PAIN FOR EVALUATION,sec123_var001_Allopathic Diagnosis
APD,sec123_var001_Allopathic Diagnosis
GENERAL WEAKNESS,sec123_var001_Allopathic Diagnosis
INFERTILITY WITH K/C/O HYPOTHYROIDISM,sec123_var001_Allopathic Diagnosis
MIXED HEARING LOSS + DM + HTN,sec123_var001_Allopathic Diagnosis
APPARENTLY HEALTHY,sec123_var001_Allopathic Diagnosis
GASTRITIS,sec123_var001_Allopathic Diagnosis
GENERAL WEAKNESS UNDER EVALUATION.,sec123_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS,sec123_var001_Allopathic Diagnosis
POST CVA,sec123_var001_Allopathic Diagnosis
DENGUE FEVER,sec123_var001_Allopathic Diagnosis
HIATIS HERNIA,sec123_var001_Allopathic Diagnosis
POST OP CARE,sec123_var001_Allopathic Diagnosis
PARKINSONISM,sec123_var001_Allopathic Diagnosis
DIABETIC FOOT,sec123_var001_Allopathic Diagnosis
LBA WITH H/O HERPES,sec123_var001_Allopathic Diagnosis
POLIO,sec123_var001_Allopathic Diagnosis
L,sec123_var001_Allopathic Diagnosis
C SPONDYLITIS,sec123_var001_Allopathic Diagnosis
URTI,sec123_var001_Allopathic Diagnosis
VERICOSE VEINS,sec123_var001_Allopathic Diagnosis
CVA- RECOVERED,sec123_var001_Allopathic Diagnosis
7TH- 8TH RIB FRACTURE,sec123_var001_Allopathic Diagnosis
CARPEL TUNNEL SYNDROME,sec123_var001_Allopathic Diagnosis
ALLERGIC RHINITIS,sec123_var001_Allopathic Diagnosis
CAME FOR EXECUTIVE HEALTH CHECKUP.,sec123_var001_Allopathic Diagnosis
OSTEO PENIA,sec123_var001_Allopathic Diagnosis
DIABETES MELLITUS,sec123_var001_Allopathic Diagnosis
DM T2,sec123_var001_Allopathic Diagnosis
PRIMARY OPEN ANGLE GLAUCOMA + CATARACT +,sec123_var001_Allopathic Diagnosis
VARICOSE VEIN,sec123_var001_Allopathic Diagnosis
CERVICO LUMBAR SPONDYLOSIS,sec123_var001_Allopathic Diagnosis
GOUT,sec123_var001_Allopathic Diagnosis
BLACKISH DISCOLORATION FOR EVALUATION,sec123_var001_Allopathic Diagnosis
PARASPINAL MUSCLE SPASM,sec123_var001_Allopathic Diagnosis
OS - PDR WITH SEC GLAUCOMA,sec123_var001_Allopathic Diagnosis
OD - NPDR,sec123_var001_Allopathic Diagnosis
CHRONIC RA,sec123_var001_Allopathic Diagnosis
HTN,sec123_var001_Allopathic Diagnosis
CALCANEAL SPUR,sec123_var001_Allopathic Diagnosis
SPONDYLOSIS,sec123_var001_Allopathic Diagnosis
OSTEOARTHRITIS,sec123_var001_Allopathic Diagnosis
GENERALISED MYALGIA,sec123_var001_Allopathic Diagnosis
GENERALISED MYALGIA/OBESITY,sec123_var001_Allopathic Diagnosis
LBA WITH FROZEN SHOULDER,sec123_var001_Allopathic Diagnosis
